name,publisher,platforms,num_platforms,year_released,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Pac-Pix,Namco Bandai Games,"[""DS""]",1,2005,Puzzle,0.16,0,0.1,0.01,0.27,71,41,7.1,7,Namco,E
Painkiller,DreamCatcher Interactive,"[""PC""]",1,2004,Shooter,0,0.02,0,0,0.02,81,62,8.1,284,People Can Fly,M
Painkiller: Hell Wars,DreamCatcher Interactive,"[""XB""]",1,2006,Shooter,0.03,0.01,0,0,0.04,68,33,7.4,16,People Can Fly,M
Pandora's Tower,Nintendo,"[""Wii""]",1,2011,Role-Playing,0.11,0.1,0.08,0.02,0.31,73,48,8,99,Ganbarion,T
PANGYA: Fantasy Golf,Takara Tomy,"[""PSP""]",1,2009,Sports,0.09,0,0.04,0.01,0.14,77,16,7,13,Ntreev Soft,E10+
Panzer Dragoon Orta,Sega,"[""XB""]",1,2002,Shooter,0.16,0.05,0.04,0.01,0.26,90,41,8.5,64,Smilebit,T
Paper Mario: Color Splash,Nintendo,"[""WiiU""]",1,2016,Role-Playing,0.2,0.14,0.05,0.03,0.42,75,72,6.8,208,"Nintendo, Intelligent Systems",E
Paper Mario: Sticker Star,Nintendo,"[""3DS""]",1,2012,Role-Playing,1.12,0.41,0.64,0.14,2.3,75,69,5.6,382,Intelligent Systems,E
Paper Mario: The Thousand-Year Door,Nintendo,"[""GC""]",1,2004,Role-Playing,1.48,0.25,0.46,0.06,2.25,87,55,9.4,306,Intelligent Systems,E
PaRappa The Rapper,Sony Computer Entertainment,"[""PSP"", ""PS""]",2,1996,Misc,0.37,0.16,1.48,0.05,2.06,79.5,58,6.300000000000001,64,Epics,E
PaRappa The Rapper 2,Sony Computer Entertainment,"[""PS2""]",1,2001,Misc,0.07,0.05,0,0.02,0.14,67,26,6.6,26,NanaOn-Sha,E
Parasite Eve,SquareSoft,"[""PS""]",1,1998,Role-Playing,0.94,0.07,1.05,0.04,2.1,81,17,8.9,89,SquareSoft,M
Parasite Eve II,SquareSoft,"[""PS""]",1,1999,Role-Playing,0.32,0.22,0,0.04,0.58,79,14,9,77,SquareSoft,M
ParaWorld,Deep Silver,"[""PC""]",1,2006,Strategy,0,0.02,0,0,0.02,71,29,8.3,23,SEK Ost,T
Pariah,Hip Interactive,"[""XB""]",1,2005,Action,0.08,0.02,0,0,0.1,70,52,7.4,19,Digital Extremes,M
Paris-Dakar Rally,Acclaim Entertainment,"[""PS2""]",1,2001,Racing,0.08,0.06,0,0.02,0.15,36,6,3.9,15,Broadsword Interactive,E
Patapon,Sony Computer Entertainment,"[""PSP""]",1,2007,Misc,0.33,0.25,0.07,0.16,0.81,86,60,8.7,102,SCE Japan Studio,E
Patapon 2,Sony Computer Entertainment,"[""PSP""]",1,2008,Misc,0,0.03,0.06,0.01,0.1,81,49,8.3,62,SCE Japan Studio,E
Patapon 3,Sony Computer Entertainment,"[""PSP""]",1,2011,Misc,0.05,0.03,0.17,0.02,0.27,74,41,7.2,35,SCE Japan Studio,E
Patrician IV,Kalypso Media,"[""PC""]",1,2010,Strategy,0.03,0,0,0,0.04,66,18,6.4,34,Gaming Minds Studios,E
Payday 2,505 Games,"[""PS3"", ""PC"", ""X360""]",3,2013,Shooter,0.5900000000000001,0.33,0,0.14,1.0499999999999998,76,81,5.3,3942,Overkill Software,M
PDC World Championship Darts 2008,Oxygen Interactive,"[""Wii""]",1,2008,Sports,0.02,0.21,0,0.01,0.24,51,18,5.4,7,Oxygen Interactive,E10+
Peggle: Dual Shot,PopCap Games,"[""DS""]",1,2009,Puzzle,0.11,0,0,0.01,0.12,84,17,8.2,21,Q Entertainment,E
Peggle Nights,PopCap Games,"[""PC""]",1,2008,Puzzle,0,0.01,0,0,0.02,76,15,8.1,24,PopCap,E
Percy Jackson and the Olympians: The Lightning Thief,Activision,"[""DS""]",1,2010,Role-Playing,0.22,0.01,0,0.02,0.24,56,6,6.9,12,Griptonite Games,E10+
Perfect Dark Zero,Microsoft Game Studios,"[""X360""]",1,2005,Shooter,0.66,0.02,0.03,0.06,0.77,81,75,7.3,229,Rare Ltd.,M
Persona 2: Eternal Punishment,Atlus,"[""PS""]",1,2000,Role-Playing,0.03,0.02,0.28,0.02,0.35,83,11,8.4,25,Atlus Co.,T
Persona 4: Arena,Atlus,"[""PS3"", ""X360""]",2,2012,Fighting,0.38,0.12,0.27,0.08,0.86,84.5,68,7.5,240,Arc System Works,T
Persona 4: Arena Ultimax,Atlus,"[""PS3"", ""X360""]",2,2014,Fighting,0.06,0.01,0.13,0.01,0.22000000000000003,84.5,53,7.75,120,Arc System Works,T
Persona 4: Dancing All Night,Nippon Ichi Software,"[""PSV""]",1,2015,Misc,0.09,0.04,0.15,0.04,0.32,76,51,8.6,83,"Atlus, Dingo Inc.",T
Persona 4: Golden,Atlus,"[""PSV""]",1,2012,Role-Playing,0.36,0.23,0.38,0.15,1.12,93,61,9.2,1228,Atlus,M
Personal Trainer: Cooking,Nintendo,"[""DS""]",1,2006,Misc,0.9,1,1.03,0.17,3.11,81,12,7.8,10,Indies Zero,E
Persona Q: Shadow of the Labyrinth,Nippon Ichi Software,"[""3DS""]",1,2014,Role-Playing,0.34,0.07,0.27,0.04,0.72,83,56,8.1,169,Atlus,M
Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft,"[""PSP"", ""PS2"", ""X360"", ""GC"", ""XB"", ""DS""]",6,2005,Action,1.7200000000000002,1.28,0,0.39000000000000007,3.3900000000000006,68.16666666666667,186,7.016666666666668,220,Phoenix Games Studio,T
Phantasy Star Collection,Atari,"[""GBA""]",1,2002,Role-Playing,0.08,0.03,0,0,0.11,76,20,8.1,7,Digital Eclipse,E
Phantasy Star Online,Sega,"[""DC""]",1,2000,Role-Playing,0,0,0.2,0,0.2,89,21,9.1,33,Sonic Team,T
Phantasy Star Online Episode III: C.A.R.D. Revolution,Sega,"[""GC""]",1,2003,Role-Playing,0.06,0.02,0,0,0.08,71,24,8.2,13,Sonic Team,T
Phantasy Star Online Ver. 2,Sega,"[""DC""]",1,2001,Role-Playing,0,0,0.19,0,0.19,80,10,8.9,18,Sonic Team,T
Phantasy Star Portable,Sega,"[""PSP""]",1,2008,Role-Playing,0.19,0.06,0.63,0.05,0.94,64,38,7.8,19,Alfa System,T
Phantasy Star Portable 2,Sega,"[""PSP""]",1,2009,Role-Playing,0.08,0.11,0.62,0.06,0.87,69,27,8.1,35,Alfa System,T
Phantasy Star Universe,Sega,"[""PS2"", ""X360""]",2,2006,Role-Playing,0.09,0.01,0.19,0.01,0.31,66,52,7.95,65,Sonic Team,T
Phantom Brave,Tecmo Koei,"[""PS2""]",1,2004,Role-Playing,0.07,0.05,0,0.02,0.14,81,40,7.9,22,Nippon Ichi Software,T
Phantom Brave: The Hermuda Triangle,Nippon Ichi Software,"[""PSP""]",1,2010,Role-Playing,0.06,0,0.03,0.01,0.09,65,16,7.3,11,Nippon Ichi Software,T
Phantom Brave: We Meet Again,Nippon Ichi Software,"[""Wii""]",1,2009,Role-Playing,0.12,0,0.01,0.01,0.13,76,12,7.1,15,Nippon Ichi Software,T
Phantom Crash,Phantagram,"[""XB""]",1,2002,Simulation,0.03,0.01,0.01,0,0.05,74,23,8.3,14,Genki,T
Phantom Dust,Microsoft Game Studios,"[""XB""]",1,2004,Action,0.08,0.02,0,0,0.11,81,37,8.5,35,Microsoft Game Studios Japan,T
Phineas and Ferb,Disney Interactive Studios,"[""DS""]",1,2009,Action,1.32,0.37,0,0.15,1.84,80,4,4.5,8,Altron,E
Phineas and Ferb: Across the 2nd Dimension,Disney Interactive Studios,"[""Wii"", ""PS3""]",2,2011,Action,0.5,0.29,0,0.1,0.8899999999999999,69.5,17,7.45,15,High Impact Games,E10+
Phoenix Wright: Ace Attorney,Capcom,"[""DS""]",1,2005,Adventure,0.44,0.05,0.39,0.05,0.92,81,53,9.2,203,Capcom,T
Phoenix Wright: Ace Attorney Trilogy,Capcom,"[""3DS""]",1,2014,Adventure,0,0,0.02,0,0.02,81,34,9,76,NATSUME ATARI Inc.,T
Picross 3D,Nintendo,"[""DS""]",1,2009,Puzzle,0.28,0.03,0.16,0.02,0.49,83,35,8.4,33,HAL Labs,E
Picross DS,Nintendo,"[""DS""]",1,2007,Puzzle,0.17,0.02,0.3,0.02,0.5,83,33,8.7,36,Jupiter Corporation,E
Piglet's Big Game,Gotham Games,"[""GC""]",1,2003,Platform,0.04,0.01,0,0,0.05,70,4,8,5,Doki Denki,E
Pikmin,Nintendo,"[""GC""]",1,2001,Strategy,0.78,0.25,0.56,0.04,1.63,89,39,8.7,121,Nintendo,E
Pikmin 2,Nintendo,"[""GC""]",1,2004,Strategy,0.48,0.13,0.56,0.03,1.2,90,54,9.1,137,Nintendo,E
Pikmin 3,Nintendo,"[""WiiU""]",1,2013,Strategy,0.44,0.32,0.29,0.07,1.11,87,79,8.7,664,Nintendo,E10+
Pillars of Eternity,Paradox Interactive,"[""PC""]",1,2014,Role-Playing,0,0.02,0,0,0.02,89,71,8.3,2191,Obsidian Entertainment,M
PilotWings Resort,Nintendo,"[""3DS""]",1,2011,Simulation,0.4,0.36,0.13,0.07,0.95,71,64,7.4,88,Monster Games Inc.,E
Pimp My Ride,Activision,"[""X360"", ""Wii""]",2,2006,Racing,0.2,0,0,0.02,0.22,32,18,3.8,37,Eutechnyx,T
Pinball Hall of Fame: The Gottlieb Collection,Play It,"[""PSP""]",1,2005,Misc,0.2,0.01,0,0.02,0.23,73,27,8.1,13,Farsight Studios,E
Pinball Hall of Fame: The Williams Collection,Crave Entertainment,"[""3DS"", ""Wii"", ""PS3"", ""X360""]",4,2008,Misc,0.8099999999999999,0.03,0,0.08,0.9099999999999999,78.5,55,8.075,68,Crave,E10+
Ping Pals,THQ,"[""DS""]",1,2004,Misc,0.1,0,0,0.01,0.11,28,17,3.9,26,WayForward,E
Pirates: Legend of the Black Buccaneer,10TACLE Studios,"[""PS2""]",1,2006,Adventure,0.01,0.01,0,0,0.02,42,4,7,5,WideScreen Games,T
Pirates of the Burning Sea,Koch Media,"[""PC""]",1,2008,Role-Playing,0,0.01,0,0,0.02,76,30,7.6,61,Flying Lab Software,T
Pirates of the Caribbean,Ubisoft,"[""XB""]",1,2003,Role-Playing,0.22,0.06,0,0.01,0.29,65,30,7.4,27,Akella,T
Pirates of the Caribbean: At World's End,Disney Interactive Studios,"[""Wii"", ""X360"", ""PS2"", ""PSP"", ""PS3""]",5,2007,Action,1.1999999999999997,0.78,0.01,0.37,2.36,56.2,98,6.68,78,Eurocom Entertainment Software,T
Pirates of the Caribbean: Dead Man's Chest,Disney Interactive Studios,"[""PSP"", ""DS"", ""GBA""]",3,2006,Adventure,0.81,0.13,0,0.05,1.01,61.666666666666664,53,7.400000000000001,29,Amaze Entertainment,E10+
Pirates of the Caribbean: The Curse of the Black Pearl,TDK Mediactive,"[""GBA""]",1,2003,Platform,0.93,0.34,0,0.02,1.29,49,10,6.2,5,Pocket Studios,E
Pirates of the Caribbean: The Legend of Jack Sparrow,Ubisoft,"[""PS2""]",1,2006,Adventure,0.12,0.09,0,0.03,0.25,51,32,7.5,13,7 Studios,T
Pirates: The Legend of Black Kat,Electronic Arts,"[""PS2""]",1,2002,Adventure,0.07,0.05,0,0.02,0.14,72,24,7.9,8,Westwood Studios,T
Pitfall: The Lost Expedition,Activision,"[""PS2"", ""GC"", ""XB""]",3,2004,Platform,0.21000000000000002,0.11,0,0.03,0.35000000000000003,72,94,8.433333333333334,24,Edge of Reality,E
PixelJunk Monsters Deluxe,Sony Computer Entertainment,"[""PSP""]",1,2010,Strategy,0.11,0,0,0.01,0.12,86,27,7.9,32,Q-Games,E
Planescape: Torment,Interplay,"[""PC""]",1,1998,Role-Playing,0.01,0.02,0,0,0.03,91,22,9.2,813,Black Isle Studios,T
Planet 51,Sega,"[""Wii""]",1,2009,Action,0.17,0.01,0,0.02,0.2,53,6,5.8,4,Pyro Studios,E
Planet Puzzle League,Nintendo,"[""DS""]",1,2007,Puzzle,0.14,0.01,0.16,0.01,0.33,86,25,8.2,15,Intelligent Systems,E
Plants vs. Zombies,Mastertronic,"[""PS3"", ""PC"", ""X360"", ""DS""]",4,2009,Strategy,1.32,0.16,0,0.13,1.61,85.5,99,8.1,1140,PopCap,E10+
Plants vs. Zombies: Garden Warfare,Electronic Arts,"[""PC"", ""PS4"", ""XOne"", ""X360""]",4,2014,Shooter,1.1099999999999999,1.01,0.01,0.25,2.4,74.5,105,7.5249999999999995,1004,PopCap,E10+
Plants vs. Zombies: Garden Warfare 2,Electronic Arts,"[""PS4"", ""PC"", ""XOne""]",3,2016,Shooter,0.49,0.4,0,0.12,1.02,81,99,7.766666666666666,234,PopCap,E10+
Playboy: The Mansion,Ubisoft,"[""XB"", ""PS2""]",2,2005,Simulation,0.17,0.1,0,0.03,0.29000000000000004,60,76,5.8,27,Cyberlore Studios,M
PlayStation All-Stars Battle Royale,Sony Computer Entertainment,"[""PS3"", ""PSV""]",2,2012,Action,0.71,0.41000000000000003,0.05,0.24,1.4,74.5,84,7.4,761,Bluepoint Games,T
PlayStation Move Heroes,Sony Computer Entertainment,"[""PS3""]",1,2011,Platform,0.08,0.06,0,0.03,0.17,53,39,6.1,16,Nihilistic,E10+
PlayStation VR Worlds,Sony Computer Entertainment,"[""PS4""]",1,2016,Misc,0.06,0.14,0.02,0.04,0.25,59,48,7.1,73,Sony Interactive Entertainment,M
Point Blank 3,Namco Bandai Games,"[""PS""]",1,2000,Shooter,0.01,0.01,0,0,0.02,78,5,8.4,5,Tose Software,T
Pokemon Art Academy ,Nintendo,"[""3DS""]",1,2014,Misc,0.18,0.12,0.16,0.03,0.49,76,22,7.7,19,Headstrong Games,E
Pokemon Battle Revolution,Nintendo,"[""Wii""]",1,2006,Role-Playing,0.78,0.37,0.3,0.13,1.58,53,34,6.7,106,Genius Sonority Inc.,E
Pokemon Channel,Nintendo,"[""GC""]",1,2003,Adventure,0.24,0.06,0.07,0.01,0.38,55,21,6,22,Ambrella,E
Pokémon Colosseum,Nintendo,"[""GC""]",1,2003,Role-Playing,1.21,0.57,0.7,0.07,2.54,73,37,8,89,Genius Sonority Inc.,E
Pokemon Conquest,Nintendo,"[""DS""]",1,2012,Role-Playing,0.56,0.05,0.37,0.04,1.02,80,40,8.2,89,Koei,E
Pokemon Dash,Nintendo,"[""DS""]",1,2004,Racing,0.21,0.14,0.38,0.04,0.77,46,28,5.9,34,Ambrella,E
Pokémon Emerald Version,Nintendo,"[""GBA""]",1,2004,Role-Playing,2.57,1.58,2.06,0.21,6.41,76,28,9,222,Game Freak,E
Pokémon Mystery Dungeon: Blue Rescue Team,Nintendo,"[""DS""]",1,2005,Role-Playing,1.15,0.04,0.83,0,2.02,62,34,8.1,97,ChunSoft,E
Pokemon Mystery Dungeon: Explorers of Sky,Nintendo,"[""DS""]",1,2009,Role-Playing,0.57,0.43,0.44,0.12,1.56,54,26,9,133,ChunSoft,E
Pokemon Mystery Dungeon: Gates to Infinity,Nintendo,"[""3DS""]",1,2012,Role-Playing,0.44,0.29,0.47,0.07,1.27,59,46,6.3,134,"Nintendo, Spike Chunsoft",E
Pokémon Platinum Version,Nintendo,"[""DS""]",1,2008,Role-Playing,2.76,1.72,2.69,0.54,7.72,83,46,8.5,203,Game Freak,E
Pokemon Ranger,Nintendo,"[""DS""]",1,2006,Role-Playing,1.28,0.03,0.73,0.12,2.15,69,21,7.6,50,HAL Labs,E
Pokemon Ranger: Guardian Signs,Nintendo,"[""DS""]",1,2010,Role-Playing,0.5,0.16,0.58,0.05,1.29,68,25,8.2,25,Creatures Inc.,E
Pokemon Ranger: Shadows of Almia,Nintendo,"[""DS""]",1,2008,Role-Playing,0.94,0.53,0.62,0.18,2.28,68,24,8.2,27,"HAL Labs, Creatures Inc.",E
Pokemon Rumble Blast,Nintendo,"[""3DS""]",1,2011,Action,0.47,0.26,0.35,0.07,1.14,56,36,7.1,50,Ambrella,E10+
Pokemon Rumble World,Nintendo,"[""3DS""]",1,2015,Action,0,0.01,0.08,0,0.09,58,16,6.4,69,"Ambrella, The Pokemon Company",E10+
Pokemon Super Mystery Dungeon,Nintendo,"[""3DS""]",1,2015,Role-Playing,0.48,0.35,0.34,0.08,1.25,69,44,8.8,190,"Spike Chunsoft Co. Ltd., Spike Chunsoft",E
Pokemon XD: Gale of Darkness,Nintendo,"[""GC""]",1,2005,Role-Playing,0.71,0.19,0.31,0.03,1.25,64,27,8.3,74,Genius Sonority Inc.,E
PokePark 2: Wonders Beyond,Nintendo,"[""Wii""]",1,2011,Action,0.26,0.19,0.27,0.04,0.75,60,18,7,27,Creatures Inc.,E
PokéPark Wii: Pikachu's Adventure,Nintendo,"[""Wii""]",1,2009,Adventure,0.53,0.16,0.42,0.06,1.17,62,22,7.2,36,Creatures Inc.,E
Pokken Tournament,Namco Bandai Games,"[""WiiU""]",1,2016,Fighting,0.5,0.26,0.17,0.08,1.01,76,74,8,273,Bandai Namco Games,E10+
Polarium,Nintendo,"[""DS""]",1,2004,Puzzle,0.13,0.01,0.11,0.01,0.26,73,34,8.4,17,Mitchell,E
Pony Friends,Eidos Interactive,"[""DS""]",1,2007,Simulation,0,0.04,0,0.01,0.04,67,8,6.6,12,Tantalus Interactive,E
Pool Hall Pro,Playlogic Game Factory,"[""Wii""]",1,2009,Sports,0.04,0,0,0,0.05,62,5,5.3,4,Icon Games,E
Pool Party,SouthPeak Games,"[""Wii""]",1,2007,Sports,0.04,0,0,0,0.05,32,13,0.7,6,SouthPeak Games,E
Popeye: Rush for Spinach,Atari,"[""GBA""]",1,2005,Platform,0.02,0.01,0,0,0.03,48,9,4.2,5,Magic Pockets,E
PoPoLoCrois,Ignition Entertainment,"[""PSP""]",1,2005,Role-Playing,0.05,0,0,0,0.06,66,41,7.4,17,G-Artists,E
Portal 2,Valve,"[""X360"", ""PS3"", ""PC""]",3,2011,Shooter,2.57,1.41,0.03,0.51,4.54,95,172,8.566666666666666,7933,Valve Software,E10+
Portal Runner,3DO,"[""PS2""]",1,2001,Platform,0.06,0.05,0,0.02,0.13,53,18,6.7,6,3DO,E
Port Royale 2,Ascaron Entertainment GmbH,"[""PC""]",1,2004,Strategy,0,0.03,0,0.01,0.04,75,20,7.7,40,Ascaron Entertainment GmbH,T
Port Royale 3,Kalypso Media,"[""X360""]",1,,Simulation,0.06,0,0,0.01,0.07,56,11,4.5,6,Kalypso,T
Post Mortem,Microids,"[""PC""]",1,2003,Adventure,0,0.01,0,0,0.02,71,25,8,28,Microids,M
Powerdrome,Evolved Games,"[""XB""]",1,2004,Racing,0.01,0,0,0,0.01,69,12,7,9,Argonaut Games,T
Power Gig: Rise of the SixString,Unknown,"[""PS3"", ""X360""]",2,2010,Misc,0.24,0,0,0.02,0.26,36,30,1.3,21,Seven45 Studios,T
Power Rangers: Dino Thunder,THQ,"[""PS2""]",1,2004,Action,0.35,0.27,0,0.09,0.71,49,6,6.2,5,Pacific Coast Power & Light,E
Power Rangers: Ninja Storm,THQ,"[""GBA""]",1,2003,Misc,0.24,0.09,0,0.01,0.33,55,4,7.8,6,Natsume,E
Power Rangers: Wild Force,THQ,"[""GBA""]",1,2002,Action,0.15,0.05,0,0,0.21,55,4,6.9,8,Natsume,E
Power Stone Collection,Capcom,"[""PSP""]",1,2006,Action,0.08,0,0,0.01,0.1,74,34,6.8,6,Capcom,T
PowerUp Heroes,Ubisoft,"[""X360""]",1,2011,Fighting,0.18,0.09,0,0.03,0.3,61,13,7.5,10,Ubisoft,E10+
PQ2: Practical Intelligence Quotient,D3Publisher,"[""PSP""]",1,2006,Puzzle,0.04,0,0,0,0.05,74,19,7.8,6,Now Production,E
Praetorians,Eidos Interactive,"[""PC""]",1,2003,Strategy,0,0.04,0,0,0.04,78,23,8.2,38,Pyro Studios,T
Predator: Concrete Jungle,Vivendi Games,"[""PS2"", ""XB""]",2,2005,Action,0.17,0.09000000000000001,0,0.03,0.30000000000000004,46.5,31,8.4,86,Eurocom Entertainment Software,M
Prey,Take-Two Interactive,"[""X360""]",1,2006,Shooter,0.27,0.03,0,0.03,0.32,79,80,7.3,117,Venom Games,M
Pride FC: Fighting Championships,THQ,"[""PS2""]",1,2003,Fighting,0.15,0.11,0,0.04,0.3,73,19,8.6,7,Anchor,M
Primal,Sony Computer Entertainment,"[""PS2""]",1,2003,Action,0.21,0.17,0,0.06,0.43,73,36,8.6,53,SCEE,M
Prince of Persia,Ubisoft,"[""X360"", ""PS3""]",2,2008,Action,1.01,0.74,0.05,0.27,2.08,83,132,7.15,434,Ubisoft Montreal,T
Prince of Persia: Rival Swords,Ubisoft,"[""Wii"", ""PSP""]",2,2007,Action,0.32,0.04,0,0.03,0.39999999999999997,72,46,7.949999999999999,40,"Pipeworks Software, Inc.",T
Prince of Persia: The Fallen King,Ubisoft,"[""DS""]",1,2008,Action,0.06,0,0,0,0.07,64,24,6,9,Ubisoft,E
Prince of Persia: The Forgotten Sands,Ubisoft,"[""PSP"", ""Wii"", ""PC"", ""PS3"", ""DS"", ""X360""]",6,2010,Action,0.8200000000000001,0.95,0.02,0.31,2.09,70.5,175,7.3,501,Ubisoft Casablanca,E10+
Prince of Persia: The Sands of Time,Ubisoft,"[""XB"", ""GC"", ""GBA"", ""PS2""]",4,2003,Action,1.81,1.46,0,0.36,3.63,87.75,143,8.45,322,Ubisoft,T
Prince of Persia: The Two Thrones,Ubisoft,"[""GC"", ""XB"", ""PS2""]",3,2005,Action,1.01,0.27,0,0.12,1.4100000000000001,84.66666666666667,126,8.333333333333334,161,Ubisoft,M
Prince of Persia: Warrior Within,Ubisoft,"[""GC"", ""XB"", ""PS2""]",3,2004,Action,1.17,1.2,0,0.27,2.6399999999999997,83,137,8.200000000000001,175,Ubisoft,M
Princess Debut,Cave,"[""DS""]",1,2008,Misc,0.1,0,0,0.01,0.1,71,6,7.4,7,Cave,E
Prinny: Can I Really Be the Hero?,Tecmo Koei,"[""PSP""]",1,2008,Platform,0.03,0,0.05,0.01,0.09,72,45,7,41,Nippon Ichi Software,T
Prison Architect,Introversion Software,"[""PS4"", ""XOne""]",2,2016,Action,0.02,0.01,0,0.01,0.04,77,31,7.35,26,"Introversion, Double Eleven",M
Prison Break: The Conspiracy,Deep Silver,"[""PS3"", ""X360""]",2,2010,Action,0.12000000000000001,0.26,0,0.07,0.45999999999999996,41,70,4.25,39,ZootFly,T
Pro Cycling Manager 2016,Focus Home Interactive,"[""PC""]",1,2016,Sports,0,0.03,0,0,0.03,64,6,4.8,5,Cyanide,
Pro Evolution Soccer 2008,Konami Digital Entertainment,"[""PSP"", ""PS3"", ""PS2"", ""X360"", ""Wii""]",5,2007,Sports,0.28,3.37,1.3,3.51,8.46,79,94,7.4,175,Konami,E
Pro Evolution Soccer 2010,Konami Digital Entertainment,"[""PSP"", ""PC"", ""Wii"", ""X360"", ""PS3""]",5,2009,Sports,0.6299999999999999,2.46,0.75,0.5700000000000001,4.41,77.6,106,6.840000000000001,176,Konami,E
pro evolution soccer 2011,Konami Digital Entertainment,"[""X360"", ""PSP"", ""Wii"", ""PS3""]",4,2010,Sports,0.5,2.01,0.86,0.6599999999999999,4.03,77,102,5.9750000000000005,130,Konami,E
Pro Evolution Soccer 2011 3D,Konami Digital Entertainment,"[""3DS""]",1,2011,Sports,0.11,0.13,0.11,0.02,0.38,73,43,6.7,18,Konami,E
Pro Evolution Soccer 2012,Konami Digital Entertainment,"[""PC"", ""Wii"", ""PS3"", ""X360"", ""PSP""]",5,2011,Action,0.62,1.56,0.8700000000000001,0.5,3.5599999999999996,77.6,103,6.58,295,Konami,E
Pro Evolution Soccer 2013,Konami Digital Entertainment,"[""PS3"", ""PC"", ""X360""]",3,2012,Sports,0.26,0.8999999999999999,0.49,0.28,1.9200000000000002,81.33333333333333,78,6.833333333333333,405,Konami,E
Pro Evolution Soccer 2014,Konami Digital Entertainment,"[""PS3"", ""X360"", ""PC""]",3,2013,Action,0.1,0.6599999999999999,0.51,0.03,1.29,77.33333333333333,71,4.266666666666667,655,Konami,E
Pro Evolution Soccer 2015,Konami Digital Entertainment,"[""PS4"", ""PC"", ""XOne""]",3,2014,Sports,0.12,0.61,0.11,0.11,0.9500000000000001,81,73,6.766666666666667,624,Konami,E
Pro Evolution Soccer 2016,Konami Digital Entertainment,"[""PS4"", ""PC"", ""XOne""]",3,2015,Sports,0.17,0.52,0.13,0.11,0.9400000000000001,82.66666666666667,80,5.866666666666666,1110,Konami,E
Pro Evolution Soccer 2017,Konami Digital Entertainment,"[""PC"", ""PS4"", ""XOne""]",3,2016,Sports,0.03,0.32000000000000006,0.11,0.05,0.52,80.33333333333333,82,5.8,699,Konami,E
Professor Heinz Wolff's Gravity,Deep Silver,"[""Wii""]",1,2008,Puzzle,0.04,0.12,0,0.02,0.17,63,12,7.7,7,Deep Silver,E
Professor Layton and the Azran Legacy,Nintendo,"[""3DS""]",1,2013,Puzzle,0,0.48,0.25,0.03,0.75,81,58,7.9,86,Level 5,E10+
Professor Layton and the Curious Village,Nintendo,"[""DS""]",1,2007,Puzzle,1.21,2.43,1.03,0.52,5.19,85,72,8.6,147,Level 5,E
Professor Layton and the Diabolical Box,Nintendo,"[""DS""]",1,2007,Puzzle,0.9,1.76,0.92,0.37,3.94,84,65,8.8,72,Level 5,E10+
Professor Layton and the Last Specter,Nintendo,"[""DS""]",1,2009,Puzzle,0.28,1.39,0.68,0.32,2.67,83,58,8.7,52,Level 5,E10+
Professor Layton and the Unwound Future,Nintendo,"[""DS""]",1,2008,Puzzle,0.6,1.57,0.82,0.27,3.26,86,62,9.2,111,Level 5,E10+
Professor Layton vs Phoenix Wright: Ace Attorney,Level 5,"[""3DS""]",1,2012,Puzzle,0.2,0.26,0.3,0.04,0.8,79,69,8.5,99,Level 5,T
Pro Fishing Challenge,Atlus,"[""XB""]",1,2004,Sports,0.02,0,0,0,0.02,62,11,9.1,9,Opus,E
Project CARS,Slightly Mad Studios,"[""PC"", ""XOne"", ""PS4""]",3,2015,Racing,0.31,0.95,0.02,0.19,1.48,82.33333333333333,101,6.5,916,Slightly Mad Studios,E
Project Eden,Eidos Interactive,"[""PS2""]",1,2001,Action,0.04,0.03,0,0.01,0.09,71,20,7.8,8,Core Design Ltd.,T
Project Gotham Racing,Microsoft Game Studios,"[""XB""]",1,2001,Racing,1.37,0.61,0.05,0.09,2.12,85,35,8.2,28,Bizarre Creations,E
Project: Snowblind,Eidos Interactive,"[""XB"", ""PS2""]",2,2005,Action,0.18,0.1,0,0.03,0.32,78.5,98,7.65,33,Crystal Dynamics,T
Project Spark,Microsoft Game Studios,"[""XOne""]",1,2014,Misc,0.11,0.05,0,0.02,0.17,73,26,7,151,Microsoft Game Studios,E10+
Project Sylpheed: Arc of Deception,Microsoft Game Studios,"[""X360""]",1,2006,Shooter,0.12,0.01,0.02,0.01,0.15,64,45,8.6,24,"Game Arts, Seta Corporation",T
Project X Zone,Namco Bandai Games,"[""3DS""]",1,2012,Role-Playing,0.18,0.04,0.15,0.02,0.39,70,53,7.3,146,"Monolith Soft, Banpresto",T
Pro Race Driver,Codemasters,"[""PS2"", ""XB""]",2,2002,Racing,0.16,0.11,0,0.03,0.31,80.5,39,8,24,Codemasters,T
[Prototype],Activision,"[""X360"", ""PS3""]",2,2009,Action,1.49,0.75,0,0.31,2.55,78.5,136,7.75,664,Radical Entertainment,M
[Prototype 2],Activision,"[""PS3"", ""PC"", ""X360""]",3,2012,Action,0.9099999999999999,0.55,0,0.18,1.6400000000000001,76.33333333333333,120,6.733333333333333,741,Radical Entertainment,M
Prototype: Biohazard Bundle,Activision,"[""PS4"", ""XOne""]",2,2016,Action,0.02,0,0,0,0.03,52,8,2.55,67,Radical Entertainment,M
