name,publisher,platforms,num_platforms,year_released,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Pryzm Chapter One: The Dark Unicorn,TDK Mediactive,"[""PS2""]",1,2002,Adventure,0.06,0.05,0,0.02,0.12,59,8,5.2,6,Digital Illusions,T
Psi-Ops: The Mindgate Conspiracy,Midway Games,"[""PS2"", ""XB""]",2,2004,Shooter,0.27,0.15,0,0.05,0.45999999999999996,84,101,8.4,45,Midway,M
Psychonauts,Majesco Entertainment,"[""PS2"", ""XB""]",2,2005,Platform,0.14,0.07,0,0.01,0.21,87,87,8.85,132,BudCat,T
Psycho-Pass: Mandatory Happiness,Nippon Ichi Software,"[""PS4"", ""PSV""]",2,2016,Adventure,0.03,0.01,0.01,0.01,0.06,68,37,7.800000000000001,29,5pb,T
P.T.O. IV: Pacific Theater of Operations,Tecmo Koei,"[""PS2""]",1,2002,Strategy,0.04,0.03,0,0.01,0.08,71,12,6.6,5,Koei,E
Puchi Puchi Virus,Jaleco,"[""DS""]",1,2007,Puzzle,0.07,0,0,0.01,0.08,73,17,4.2,5,Jaleco Entertainment,E
Pulse Racer,Jaleco,"[""XB""]",1,2003,Racing,0.01,0,0,0,0.02,24,7,2.8,17,Jaleco Entertainment,E
Pump It Up: Exceed,Mastiff,"[""XB"", ""PS2""]",2,2005,Misc,0.04,0.02,0,0.01,0.08,73.5,37,7.95,15,Andamiro U.S.A. Corp.,T
Puppeteer,Sony Computer Entertainment Europe,"[""PS3""]",1,2013,Platform,0.11,0.08,0.02,0.04,0.26,80,75,8.5,236,SCE Japan Studio,E10+
Pure,Disney Interactive Studios,"[""X360"", ""PS3""]",2,2008,Racing,1.7999999999999998,1.17,0,0.39,3.3600000000000003,84,98,7.75,113,Black Rock Studio,E
Pure Futbol,Ubisoft,"[""X360"", ""PS3""]",2,2010,Sports,0.14,0.21000000000000002,0,0.06,0.42,42,32,7.7,59,Ubisoft Vancouver,E
Pure Pinball,XS Games,"[""XB""]",1,2004,Misc,0.03,0.01,0,0,0.04,68,11,8.5,6,Iridon Interactive AB,E
Purr Pals,THQ,"[""DS""]",1,2007,Simulation,0.18,0.35,0,0.02,0.55,67,4,6.8,6,Brain Toys,E
Pursuit Force,Sony Computer Entertainment,"[""PSP""]",1,2005,Racing,0.14,0.01,0,0.01,0.16,75,59,7.8,26,Bigbig Studios,T
Pursuit Force: Extreme Justice,Sony Computer Entertainment,"[""PSP""]",1,2007,Action,0.07,0.06,0,0.03,0.17,73,44,7.6,11,Bigbig Studios,T
Puss in Boots,THQ,"[""PS3""]",1,2011,Action,0.07,0.01,0,0.01,0.09,70,4,7,4,THQ,E10+
Putty Squad,System 3,"[""PS4""]",1,2013,Platform,0.06,0.07,0,0.03,0.16,38,8,2.9,52,System 3,E10+
Puzzle de Harvest Moon,Natsume,"[""DS""]",1,2007,Puzzle,0.12,0,0,0.01,0.13,41,5,6.3,4,Platinum Egg,E
Puzzle Kingdoms,Zoo Digital Publishing,"[""DS""]",1,2009,Puzzle,0.12,0,0,0.01,0.13,64,12,6.3,4,Infinite Interactive,E10+
Puzzle Quest 2,D3Publisher,"[""DS""]",1,2010,Puzzle,0.1,0,0,0.01,0.11,74,27,5.8,11,Infinite Interactive,E10+
Puzzle Quest: Challenge of the Warlords,D3Publisher,"[""PS2"", ""PSP"", ""Wii"", ""DS""]",4,2007,Puzzle,0.6100000000000001,0.05,0.03,0.06,0.77,78.75,101,7.475,62,1st Playable Productions,E10+
Puzzle Quest: Galactrix,D3Publisher,"[""DS""]",1,2009,Puzzle,0.14,0,0,0.01,0.15,75,33,6.7,6,Infinite Interactive,E10+
Quake 4,Activision,"[""PC"", ""X360""]",2,2005,Shooter,0.32,0.04,0,0.03,0.39,78,114,7.15,361,Raven Software,M
Quake III: Revolution,Electronic Arts,"[""PS2""]",1,2001,Shooter,0.1,0.08,0,0.03,0.21,84,18,7.2,11,Bullfrog Productions,M
Quantum Break,Microsoft Game Studios,"[""XOne"", ""PC""]",2,2016,Action,0.3,0.21000000000000002,0.01,0.05,0.5800000000000001,71.5,120,5.55,2198,Remedy Entertainment,M
Quantum Redshift,Microsoft Game Studios,"[""XB""]",1,2002,Racing,0.09,0.03,0,0,0.13,70,21,8.1,15,Curly Monsters,T
Quantum Theory,Tecmo Koei,"[""X360"", ""PS3""]",2,2010,Shooter,0.11,0.11,0.02,0.04,0.28,40,73,4.45,52,Tecmo,M
R4: Ridge Racer Type 4,Namco Bandai Games,"[""PS""]",1,1998,Racing,0.68,0.46,0.79,0.13,2.06,88,18,9.2,21,Namco,
Rabbids Go Home,Ubisoft,"[""Wii""]",1,2009,Platform,0.25,0.74,0,0.14,1.12,78,50,8.3,32,Ubisoft Montpellier,E10+
Rabbids Land,Ubisoft,"[""WiiU""]",1,2012,Misc,0.01,0.01,0,0,0.03,52,26,5.2,29,Ubisoft Paris,E10+
Race Driver 2006,Codemasters,"[""PSP""]",1,2006,Racing,0.03,0,0,0,0.03,81,16,8.5,6,Sumo Digital,T
RACE On,bitComposer Games,"[""PC""]",1,2009,Racing,0,0.03,0,0.01,0.03,73,14,8.2,20,SimBin,E
Race Pro,Atari,"[""X360""]",1,2009,Racing,0.06,0.09,0,0.02,0.17,72,54,7,60,SimBin,E
Racing Gears Advance,Zoo Digital Publishing,"[""GBA""]",1,2004,Racing,0.04,0.02,0,0,0.06,83,17,8.9,9,"Orbital Media, Inc.",E
Racquet Sports,Ubisoft,"[""PS3"", ""Wii""]",2,2010,Sports,0.24,0.26,0,0.08,0.5800000000000001,48,25,6.449999999999999,23,Asobo Studio,E
Radiant Historia,Atlus,"[""DS""]",1,2010,Role-Playing,0.19,0,0.09,0.01,0.29,85,30,9,81,Atlus,E10+
Radiata Stories,Square Enix,"[""PS2""]",1,2005,Role-Playing,0.18,0.14,0.29,0.05,0.65,74,36,9,54,Tri-Ace,T
Rage,Bethesda Softworks,"[""PC"", ""PS3"", ""X360""]",3,2011,Shooter,1.43,1.3599999999999999,0.09,0.41000000000000003,3.2800000000000002,80.33333333333333,146,6.033333333333334,2530,id Software,M
Ragnarok DS,GungHo,"[""DS""]",1,2008,Role-Playing,0.1,0,0.11,0.01,0.22,53,19,5.8,17,GungHo,E10+
Ragnarok Odyssey,GungHo,"[""PSV""]",1,2012,Role-Playing,0.2,0.01,0.16,0.03,0.4,66,21,7.8,111,Game Arts,T
Raiden Fighters Aces,Valcon Games,"[""X360""]",1,2008,Shooter,0.06,0.02,0,0.01,0.08,73,11,7.5,12,Gulti,E10+
Raiden IV,Moss,"[""X360""]",1,2008,Shooter,0.1,0,0.01,0.01,0.12,63,4,7.8,10,Moss,E10+
Railroad Tycoon 3,Gathering of Developers,"[""PC""]",1,2003,Strategy,0,0.03,0,0,0.04,80,19,7.7,57,PopTop Software,E
Rail Simulator,Electronic Arts,"[""PC""]",1,2007,Simulation,0,0.01,0,0,0.01,72,13,6.9,24,Kuju Entertainment,E
RalliSport Challenge,Microsoft Game Studios,"[""XB""]",1,2002,Racing,0.39,0.16,0,0.02,0.57,87,32,8.3,19,Digital Illusions,E
RalliSport Challenge 2,Microsoft Game Studios,"[""XB""]",1,2004,Racing,0.18,0.08,0,0.01,0.27,87,69,9.1,33,Digital Illusions,E
Rampage: Total Destruction,Midway Games,"[""GC"", ""PS2"", ""Wii""]",3,2006,Action,0.6799999999999999,0.23000000000000004,0,0.08,0.98,51.333333333333336,79,6.433333333333333,40,"Pipeworks Software, Inc.",E10+
Rango: The Video Game,Electronic Arts,"[""PS3"", ""X360""]",2,2011,Action,0.13,0.15,0,0.04,0.32,66.5,48,7.2,16,Behaviour Interactive,E10+
Rapala Fishing Frenzy 2009,Activision,"[""X360"", ""PS3""]",2,2008,Sports,0.2,0,0,0.01,0.22000000000000003,36,9,5.800000000000001,15,FUN Labs,E
Rapala Pro Fishing,Zoo Digital Publishing,"[""PS2""]",1,2004,Sports,0.18,0.14,0,0.05,0.36,59,6,8.7,32,Activision,E
Rapala Tournament Fishing!,Activision,"[""X360""]",1,2006,Sports,0.03,0,0,0,0.03,41,4,8,6,FUN Labs,E
Rare Replay,Microsoft Game Studios,"[""XOne""]",1,2015,Misc,0.49,0.22,0.01,0.07,0.79,84,75,7.7,325,Rare Ltd.,M
Ratatouille,THQ,"[""Wii"", ""PSP"", ""PS2"", ""GC"", ""PS3""]",5,2007,Action,1.1600000000000001,0.6500000000000001,0,0.83,2.66,61.2,47,6.4399999999999995,41,Asobo Studio,E
Ratchet: Deadlocked,Sony Computer Entertainment,"[""PS2""]",1,2005,Shooter,0.85,0.03,0.22,0.14,1.24,81,51,8.9,155,Insomniac Games,T
Rave Master,Konami Digital Entertainment,"[""GC""]",1,2002,Fighting,0,0,0.05,0,0.05,60,15,6.3,4,Konami,T
Raven Squad: Operation Hidden Dagger,Evolved Games,"[""PC"", ""X360""]",2,2009,Shooter,0.1,0.01,0,0.01,0.11,38.5,33,3.3,98,Atomic Motion,T
Raving Rabbids: Travel in Time,Ubisoft,"[""Wii""]",1,2010,Adventure,0.21,0.46,0,0.08,0.75,62,24,7.6,14,Ubisoft,E10+
Ray Gigant,Namco Bandai Games,"[""PSV""]",1,2015,Role-Playing,0,0,0.04,0,0.04,72,14,8.1,25,Bandai Namco Games,T
Rayman 2: Revolution,Ubisoft,"[""PS2""]",1,2000,Platform,0.15,0.11,0,0.04,0.3,90,16,8.2,42,Ubisoft,E
Rayman 3,Ubisoft,"[""GBA""]",1,2003,Platform,0.1,0.04,0,0,0.14,83,21,7.8,8,Ubisoft,E
Rayman 3D,Ubisoft,"[""3DS""]",1,2011,Platform,0.23,0.35,0,0.06,0.64,61,39,6.6,48,Ubisoft Casablanca,E
Rayman 3: Hoodlum Havoc,Ubisoft,"[""PC"", ""GC"", ""XB"", ""PS2""]",4,2003,Platform,0.25,0.16999999999999998,0,0.04,0.45999999999999996,75.5,66,8.275,137,Ubisoft,E
Rayman Advance,Ubisoft,"[""GBA""]",1,2001,Platform,0.36,0.13,0,0.01,0.5,84,17,8.4,16,Digital Eclipse,E
Rayman Arena,Ubisoft,"[""PS2"", ""GC""]",2,2001,Racing,0.39999999999999997,0.26,0,0.08,0.74,61.5,20,7.9,14,Ubisoft,E
Rayman DS,Ubisoft,"[""DS""]",1,2005,Platform,0.21,0.03,0,0.02,0.26,58,20,7.6,19,DC Studios,E
Rayman Legends,Ubisoft,"[""X360"", ""XOne"", ""PS4"", ""PSV"", ""WiiU"", ""PS3""]",6,2013,Platform,0.9400000000000001,1.7900000000000003,0.03,0.41000000000000003,3.16,90.16666666666667,123,8.4,1894,Ubisoft Montpellier,E10+
Rayman Origins,Ubisoft,"[""Wii"", ""PC"", ""PS3"", ""3DS"", ""X360"", ""PSV""]",6,2011,Platform,1.1,1.55,0.01,0.42000000000000004,3.0999999999999996,85.16666666666667,184,8,1274,UBlart Montpellier,E10+
Rayman Raving Rabbids,Ubisoft,"[""PC"", ""DS"", ""Wii"", ""X360""]",4,2006,Misc,1.53,0.09,0.02,0.13999999999999999,1.7799999999999998,64.25,89,7.2250000000000005,174,Ubisoft Bulgaria,E
Rayman Raving Rabbids 2,Ubisoft,"[""DS"", ""Wii""]",2,2007,Misc,1.5499999999999998,0.83,0,0.26,2.63,62,33,7.65,81,Ubisoft Montpellier,E10+
Rayman Raving Rabbids: TV Party,Ubisoft,"[""Wii""]",1,2008,Misc,0.72,1.08,0,0.23,2.03,73,24,7.7,29,"Ubisoft Paris, Ubisoft Montpellier",E10+
RayStorm,Sony Computer Entertainment,"[""PS""]",1,1997,Shooter,0.04,0.03,0,0,0.07,79,7,7.8,4,Taito Corporation,E
Raze's Hell,Majesco Entertainment,"[""XB""]",1,2005,Shooter,0.04,0.01,0,0,0.05,71,37,8.1,8,Artech Studios,M
RC Revenge Pro,Acclaim Entertainment,"[""PS2""]",1,2000,Racing,0.08,0.06,0,0.02,0.17,49,13,7.6,7,Acclaim,E
Real Heroes: Firefighter,Rondomedia,"[""Wii""]",1,2009,Action,0.56,0.04,0,0.05,0.64,67,18,8.2,10,Epicenter Studios,E10+
Reality Fighters,Sony Computer Entertainment,"[""PSV""]",1,2012,Fighting,0.05,0.05,0,0.02,0.12,54,39,3.8,30,Novarama,T
Real Time Conflict: Shogun Empires,Namco Bandai Games,"[""DS""]",1,2005,Strategy,0.06,0,0,0,0.07,35,6,5.6,11,Box Clever Interactive,E10+
Real World Golf,Valcon Games,"[""PS2""]",1,2005,Sports,0.05,0.04,0,0.01,0.11,73,11,6.3,4,"Aqua Pacific, In2Games",E
Rebelstar: Tactical Command,Atari,"[""GBA""]",1,2005,Strategy,0.04,0.01,0,0,0.05,78,29,9.1,10,Codo Games,E10+
Record of Agarest War,Compile Heart,"[""X360"", ""PS3""]",2,2007,Role-Playing,0.18,0.03,0.04,0.02,0.27,69,14,6.9,69,Compile Heart,T
Record of Agarest War 2,Compile Heart,"[""PS3""]",1,2010,Role-Playing,0.09,0,0.04,0.01,0.14,56,6,7.2,36,"Idea Factory, Compile Heart",T
Record of Agarest War Zero,Ghostlight,"[""PS3""]",1,,Strategy,0.09,0,0.03,0.01,0.12,50,8,6.7,37,Compile Heart,T
ReCore,Microsoft Game Studios,"[""XOne""]",1,2016,Action,0.08,0.05,0,0.01,0.15,63,75,6.6,445,"Armature Studio, comcept",T
Red Bull BC One,Playlogic Game Factory,"[""DS""]",1,2008,Misc,0.08,0,0,0.01,0.09,48,15,5.3,8,Smack Down Productions,E
RedCard 20-03,Midway Games,"[""XB"", ""PS2"", ""GC""]",3,2002,Sports,0.08,0.04,0,0.01,0.12000000000000001,70.33333333333333,38,8.466666666666667,15,Midway,E
Red Dead Redemption,Take-Two Interactive,"[""X360"", ""PS3""]",2,2010,Action,6.49,4.4799999999999995,0.26,1.5699999999999998,12.81,95,169,8.9,4772,Rockstar San Diego,M
Red Dead Revolver,Take-Two Interactive,"[""PS2"", ""XB""]",2,2004,Shooter,1.1099999999999999,0.67,0,0.21,2,73.5,103,8.15,96,Rockstar San Diego,M
Red Faction,THQ,"[""PS2""]",1,2001,Shooter,0.76,0.96,0,0.2,1.92,88,25,8,69,Volition Inc.,M
Red Faction: Armageddon,THQ,"[""PC"", ""X360"", ""PS3""]",3,2011,Shooter,0.43,0.32999999999999996,0.04,0.12000000000000001,0.9299999999999999,72.33333333333333,155,7,408,Volition Inc.,M
Red Faction: Guerrilla,THQ,"[""X360"", ""PC"", ""PS3""]",3,2009,Shooter,0.81,0.59,0.03,0.21999999999999997,1.6400000000000001,84,169,7.8999999999999995,681,Volition Inc.,M
Red Faction II,THQ,"[""PS2"", ""XB"", ""GC""]",3,2002,Shooter,0.61,0.8200000000000001,0,0.23,1.6500000000000001,79,62,7.133333333333334,50,Cranky Pants Games,M
Red Ninja: End of Honor,Vivendi Games,"[""XB"", ""PS2""]",2,2005,Action,0.03,0.02,0,0.01,0.06,46.5,42,4.5,12,Opus,M
Red Orchestra 2: Heroes of Stalingrad,Tripwire Interactive,"[""PC""]",1,2011,Shooter,0.04,0.07,0,0.02,0.14,76,49,7.3,729,Tripwire Interactive,M
Red Steel,Ubisoft,"[""Wii""]",1,2006,Shooter,0.54,0.03,0.04,0.05,0.67,63,54,6.8,121,Ubisoft Paris,T
Red Steel 2,Ubisoft,"[""Wii""]",1,2010,Shooter,0.35,0.2,0.01,0.06,0.62,80,73,8.6,178,Ubisoft Paris,T
Reign of Fire,BAM! Entertainment,"[""GC"", ""PS2""]",2,2002,Shooter,0.21000000000000002,0.12000000000000001,0,0.03,0.38,55,25,6.45,11,Kuju Entertainment,M
Remember Me,Capcom,"[""PS3"", ""PC"", ""X360""]",3,2013,Action,0.2,0.28,0,0.08,0.56,69,105,7.433333333333334,1698,DONTNOD Entertainment,M
Rengoku II:  The Stairway To H.E.A.V.E.N.,Konami Digital Entertainment,"[""PSP""]",1,2006,Action,0.02,0,0,0,0.02,51,24,7.6,14,Neverland,T
Rengoku: The Tower of Purgatory,Konami Digital Entertainment,"[""PSP""]",1,2005,Action,0.1,0,0,0.01,0.11,43,30,5.6,22,Neverland,M
Republique,Nippon Ichi Software,"[""PS4""]",1,2016,Action,0,0.01,0.01,0,0.01,72,35,5.8,29,"Camouflaj, LLC",M
Resident Evil,Virgin Interactive,"[""PS""]",1,1996,Action,2.05,1.16,1.11,0.73,5.05,91,8,9,266,Capcom,M
Resident Evil 2,Capcom,"[""GC"", ""PS""]",2,1998,Action,1.92,1.48,2.02,0.45,5.88,74,28,8.85,395,Capcom,M
Resident Evil 3: Nemesis,Capcom,"[""GC""]",1,2003,Action,0.06,0.02,0,0,0.08,62,14,8.3,44,Capcom,M
Resident Evil 4,Capcom,"[""GC"", ""PS2"", ""PC""]",3,2005,Action,3.06,1.27,0.68,0.31,5.340000000000001,89.33333333333333,135,8.566666666666668,2022,Capcom,M
Resident Evil 5,Capcom,"[""PS3"", ""X360"", ""PC""]",3,2009,Action,4.08,2.38,1.2000000000000002,0.99,8.66,84.33333333333333,197,7.366666666666667,1787,Capcom,M
Resident Evil 6,Capcom,"[""X360"", ""XOne"", ""PS4"", ""PC"", ""PS3""]",5,2012,Shooter,2.1,1.58,0.95,0.5700000000000001,5.220000000000001,66.6,154,5.859999999999999,3707,Capcom,M
Resident Evil Archives: Resident Evil,Capcom,"[""Wii""]",1,2008,Action,0.16,0.04,0.08,0.02,0.3,76,11,8.9,41,Capcom,M
Resident Evil Archives: Resident Evil Zero,Capcom,"[""Wii""]",1,2008,Action,0.13,0.03,0.06,0.01,0.24,62,17,8.2,37,Capcom,M
Resident Evil - Code: Veronica X,Capcom,"[""PS2"", ""GC""]",2,2001,Action,1.1300000000000001,0.71,0.34,0.21,2.4,73,37,8.45,221,Capcom,M
Resident Evil: Dead Aim,Capcom,"[""PS2""]",1,2003,Action,0.17,0.13,0,0.04,0.35,65,28,6.6,48,Cavia Inc.,M
Resident Evil: Deadly Silence,Capcom,"[""DS""]",1,2006,Action,0.11,0.02,0.11,0.01,0.26,71,41,8.4,36,Capcom,M
Resident Evil: Operation Raccoon City,Capcom,"[""PC"", ""PS3"", ""X360""]",3,2012,Action,1.03,0.41000000000000003,0.39,0.16999999999999998,1.98,50.666666666666664,100,4.533333333333333,740,Slant Six,M
Resident Evil: Outbreak,Capcom,"[""PS2""]",1,2003,Action,0.54,0.35,0.46,0.1,1.45,71,40,8.3,94,Capcom,M
Resident Evil Outbreak File #2,Capcom,"[""PS2""]",1,2004,Action,0.19,0.15,0.17,0.05,0.57,58,35,7.7,70,Capcom,M
Resident Evil: Revelations,Capcom,"[""X360"", ""PS3"", ""PC"", ""WiiU"", ""3DS""]",5,2012,Action,0.63,0.72,0.5700000000000001,0.16999999999999998,2.11,77.6,169,7.5200000000000005,1259,Capcom,M
Resident Evil: Revelations 2,Capcom,"[""PS4"", ""PSV"", ""XOne""]",3,2015,Action,0.2,0.29000000000000004,0.17,0.09,0.75,71.66666666666667,64,7.666666666666667,453,Capcom,M
Resident Evil: Survivor,Eidos Interactive,"[""PS""]",1,2000,Action,0.23,0.15,0.29,0.05,0.71,39,10,7,47,Capcom,M
Resident Evil: The Darkside Chronicles,Capcom,"[""Wii""]",1,2009,Action,0.46,0.31,0.2,0.09,1.05,75,55,8,60,Cavia Inc.,M
Resident Evil: The Mercenaries 3D,Capcom,"[""3DS""]",1,2011,Action,0.16,0.16,0.13,0.03,0.49,65,69,6.4,110,Capcom,M
Resident Evil: The Umbrella Chronicles,Capcom,"[""Wii""]",1,2007,Action,0.67,0.43,0.29,0.14,1.52,75,47,7.6,122,Cavia Inc.,M
Resistance 2,Sony Computer Entertainment,"[""PS3""]",1,2008,Shooter,1.15,0.84,0.1,0.38,2.46,87,79,6.1,1889,Insomniac Games,M
Resistance 3,Sony Computer Entertainment,"[""PS3""]",1,2011,Shooter,0.64,0.57,0.05,0.22,1.48,83,91,7.8,543,Insomniac Games,M
Resistance: Burning Skies,Sony Computer Entertainment,"[""PSV""]",1,2012,Shooter,0.18,0.15,0.02,0.06,0.41,60,63,6.8,245,Nihilistic,M
Resistance: Fall of Man,Sony Computer Entertainment,"[""PS3""]",1,2006,Shooter,1.74,1.72,0.14,0.75,4.34,86,70,8.1,715,Insomniac Games,M
Resistance: Retribution,Sony Computer Entertainment,"[""PSP""]",1,2009,Shooter,0.27,0.35,0.05,0.21,0.89,81,67,8.1,84,Sony Bend,M
Resonance of Fate,Sega,"[""X360"", ""PS3""]",2,2010,Role-Playing,0.32,0.33999999999999997,0.3,0.11,1.06,73,85,7.85,232,Tri-Ace,T
Retro Atari Classics,Atari,"[""DS""]",1,2005,Misc,0.12,0,0,0.01,0.13,51,17,3.7,7,Taniko,E
Retro Game Challenge,Namco Bandai Games,"[""DS""]",1,2007,Action,0,0,0.11,0,0.11,77,30,7.3,15,Indies Zero,E
Return to Castle Wolfenstein: Operation Resurrection,Activision,"[""PS2""]",1,2003,Shooter,0.26,0.2,0,0.07,0.53,66,21,8,23,Raster,M
Return to Castle Wolfenstein: Tides of War,Activision,"[""XB""]",1,2003,Shooter,0.49,0.16,0,0.02,0.67,84,38,8.8,33,Nerve Software,M
Return to PopoloCrois: A Story of Seasons Fairytale,Marvelous Entertainment,"[""3DS""]",1,2015,Simulation,0.05,0,0.1,0.01,0.16,72,28,6.8,15,Marvelous Inc.,E10+
Rez,Sony Computer Entertainment,"[""PS2""]",1,2001,Shooter,0.03,0.02,0,0.01,0.05,78,34,8.3,28,UGA,E
Rhapsody: A Musical Adventure,Nippon Ichi Software,"[""DS""]",1,2008,Role-Playing,0.05,0,0,0,0.05,67,24,6.8,12,Nippon Ichi Software,E
Rhythm Heaven,Nintendo,"[""DS""]",1,2008,Misc,0.55,0.5,1.93,0.13,3.11,83,48,9,63,Nintendo,E
Ribbit King,Atari,"[""PS2""]",1,2003,Sports,0.05,0.04,0,0.01,0.09,58,10,6.5,4,Bandai,E
Ride,Milestone S.r.l.,"[""PC"", ""PS4"", ""XOne""]",3,2015,Racing,0.08,0.21000000000000002,0.03,0.04,0.35,62.666666666666664,47,5.7,94,Milestone S.r.l,E
Ride 2,Milestone S.r.l,"[""PC"", ""PS4""]",2,2016,Racing,0,0.05,0,0.01,0.060000000000000005,74.5,23,7.95,26,Milestone S.r.l,E
Ride to Hell,Deep Silver,"[""PS3"", ""X360""]",2,2013,Racing,0.06,0.02,0,0.02,0.1,16,18,1.15,651,"Eutechnyx, Deep Silver",M
Ridge Racer,Namco Bandai Games,"[""PSP"", ""PSV""]",2,2004,Racing,0.39,0.51,0.37,0.29000000000000004,1.5699999999999998,66,97,5.949999999999999,124,Namco,E
Ridge Racer 3D,Namco Bandai Games,"[""3DS""]",1,2011,Racing,0.19,0.15,0.12,0.03,0.49,75,59,7.2,56,Namco Bandai Games,E
Ridge Racer 6,Namco Bandai Games,"[""X360""]",1,2005,Racing,0.1,0.02,0.07,0.01,0.2,74,65,7.1,28,Namco,E
Ridge Racer 7,Namco Bandai Games,"[""PS3""]",1,2006,Racing,0.24,0.7,0.16,0.26,1.36,78,45,7.1,52,Namco Bandai Games,E
Ridge Racer DS,Namco Bandai Games,"[""DS""]",1,2004,Racing,0.14,0,0,0.01,0.15,63,35,6.7,7,Namco,E
Ridge Racer Unbounded,Namco Bandai Games,"[""X360"", ""PS3"", ""PC""]",3,2012,Racing,0.1,0.16,0,0.04,0.30000000000000004,71.66666666666667,88,6.566666666666666,168,Bugbear,T
Ridge Racer V,Namco Bandai Games,"[""PS2""]",1,2000,Action,0.24,0.19,0.75,0.06,1.24,78,20,7.7,6,Namco,E
Riding Spirits,BAM! Entertainment,"[""PS2""]",1,2002,Racing,0.13,0.1,0,0.03,0.26,59,14,9,17,Spike,E
RIFT,Unknown,"[""PC""]",1,2011,Role-Playing,0.44,0.16,0,0.07,0.67,84,59,7.3,561,Trion Worlds,T
RIGS: Mechanized Combat League,Sony Computer Entertainment,"[""PS4""]",1,2016,Action,0.03,0.05,0.01,0.02,0.11,79,42,7.9,76,Guerilla Cambridge,T
Ring of Red,Konami Digital Entertainment,"[""PS2""]",1,2000,Strategy,0.06,0.04,0,0.01,0.11,82,15,8.7,11,Konami,T
Rio,THQ,"[""X360""]",1,2011,Misc,0.05,0.03,0,0.01,0.09,60,16,7,7,Eurocom Entertainment Software,E10+
Risen,Deep Silver,"[""PC"", ""X360""]",2,2009,Role-Playing,0.07,0.22,0,0.03,0.33,68.5,69,7.25,753,Piranha Bytes,M
Risen 2: Dark Waters,Deep Silver,"[""PC"", ""PS3"", ""X360""]",3,2012,Role-Playing,0.09,0.4,0.01,0.08,0.5800000000000001,58.666666666666664,82,5.6000000000000005,846,Piranha Bytes,M
Risen 3: Titan Lords,Deep Silver,"[""PC"", ""X360"", ""PS3""]",3,2014,Role-Playing,0.04,0.16999999999999998,0,0.01,0.22999999999999998,48.333333333333336,65,4.6000000000000005,968,Piranha Bytes,M
Rise of Nations,Microsoft Game Studios,"[""PC""]",1,2003,Strategy,0.01,0.02,0,0.01,0.04,89,30,9,274,Big Huge Games,T
Rise of Nations: Rise of Legends,Microsoft Game Studios,"[""PC""]",1,2006,Strategy,0,0.03,0,0.01,0.03,84,46,8.5,108,Big Huge Games,T
Rise of Nightmares,Sega,"[""X360""]",1,2011,Action,0.28,0.13,0.01,0.04,0.47,54,56,7.8,44,Sega,M
Rise of the Kasai,Sony Computer Entertainment,"[""PS2""]",1,2005,Action,0.09,0.07,0,0.02,0.19,68,37,8,5,BottleRocket Entertainment,M
Rise of the Tomb Raider,Square Enix,"[""XOne"", ""PC""]",2,2015,Adventure,0.55,0.8099999999999999,0.02,0.12,1.5,86,147,7.95,2203,Crystal Dynamics,M
Risk: Global Domination,Atari,"[""PS2""]",1,2003,Strategy,0.19,0.15,0,0.05,0.38,60,9,8.8,25,Cyberlore Studios,T
River City Ransom EX,Atlus,"[""GBA""]",1,2004,Action,0.05,0.02,0,0,0.07,75,21,8.4,7,Million,T
Riviera: The Promised Land,505 Games,"[""GBA"", ""PSP""]",2,2004,Role-Playing,0.14,0.03,0.02,0.01,0.19,72,37,8.45,38,Sting,T
RLH: Run Like Hell,Avalon Interactive,"[""XB"", ""PS2""]",2,2002,Shooter,0.08,0.05,0,0.01,0.14,56.5,49,8.1,14,Digital Mayhem,M
RoadKill,Midway Games,"[""PS2"", ""XB""]",2,2003,Action,0.14,0.09000000000000001,0,0.02,0.25,69.5,50,7.65,16,Terminal Reality,M
Road Rash: Jailbreak,Zoo Digital Publishing,"[""GBA""]",1,2003,Racing,0.07,0.03,0,0,0.1,78,15,9.3,23,Magic Pockets,T
Road Trip,Play It,"[""PS2""]",1,2002,Racing,0.04,0.03,0,0.01,0.09,80,4,9,41,Takara,E
Robert Ludlum's The Bourne Conspiracy,Vivendi Games,"[""X360"", ""PS3""]",2,,Action,0.44,0.27,0,0.1,0.8300000000000001,70.5,119,7.4,106,High Moon Studios,T
Robin Hood: Defender of the Crown,Capcom,"[""PS2""]",1,2003,Strategy,0.09,0.07,0,0.02,0.19,59,18,5.6,5,Cinemaware,T
Robinson: The Journey,Crytek,"[""PS4""]",1,2016,Action,0.06,0.03,0,0.02,0.12,65,40,6.9,62,Crytek,
Robocalypse,Tecmo Koei,"[""DS""]",1,2008,Strategy,0.07,0,0,0.01,0.07,78,15,8.6,18,Vogster,E10+
RoboCop,Titus,"[""XB""]",1,2003,Shooter,0.01,0,0,0,0.02,30,9,3.6,12,Titus Software,M
Robot Alchemic Drive,Enix Corporation,"[""PS2""]",1,2002,Action,0.03,0.03,0,0.01,0.07,79,21,8.2,13,Sandlot,T
Robotech: Battlecry,TDK Mediactive,"[""GC"", ""PS2"", ""XB""]",3,2002,Shooter,0.59,0.31,0,0.09,0.98,73.33333333333333,53,7.966666666666666,23,Vicious Cycle,T
